companyName,companyIndustry,recruitmentType,jobName,jobCity,jobPeopNum,releaseTime,companySize,companyType,positionCategory,jobURL
绿地香港-绿地香港,"房地产/建筑/建材/工程,其他",校园招聘,招商运营类-上海,上海,5,2017-11-03,1000-9999人,上市公司,物业招商管理,//xiaoyuan.zhaopin.com/job/CC000111388J90000131000
上海音智达信息技术有限公司-上海音智达信息技术有限公司,互联网/电子商务,校园招聘,销售助理,上海,若干,2017-11-03,100-499人,合资,销售行政专员/助理,//xiaoyuan.zhaopin.com/job/CC000794929J90000005000
北京大米未来科技有限公司-LP,互联网/电子商务,校园招聘,LP助理,上海,若干,2017-11-03,1000-9999人,民营,教学/教务管理人员,//xiaoyuan.zhaopin.com/job/CC000867025J90000175000
上海孚厘金融信息服务有限公司-2018校园招聘,基金/证券/期货/投资,校园招聘,企划宣传岗,上海,1,2017-11-03,100-499人,民营,公关专员/助理,//xiaoyuan.zhaopin.com/job/CC000944585J90000021000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,营销业务运营专员,上海,2,2017-11-03,500-999人,民营,网络运营专员/助理,//xiaoyuan.zhaopin.com/job/CC000882586J90000012000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,非生产性采购助理工程师（辅料采购方向）,上海,1,2017-11-03,500-999人,民营,供应商/采购质量管理,//xiaoyuan.zhaopin.com/job/CC000882586J90000047000
上海精锐教育培训有限公司-上海精锐教育培训有限公司,教育/培训/院校,校园招聘,管理培训生（数学方向） （保底年薪15万起）,上海,若干,2017-11-03,1000-9999人,民营,理科教师,//xiaoyuan.zhaopin.com/job/CC000114995J90000002000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,结构工程师,上海,5,2017-11-03,10000人以上,国企,机械结构工程师,//xiaoyuan.zhaopin.com/job/CC000134857J90001597000
中通服软件科技有限公司上海分公司-中通服软件科技有限公司上海分公司,IT服务(系统/数据/维护),校园招聘,部门助理,上海,若干,2017-11-03,500-999人,国企,助理/秘书/文员,//xiaoyuan.zhaopin.com/job/CC000117134J90000005000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,会计,上海,若干,2017-11-02,1000-9999人,国企,会计/会计师,//xiaoyuan.zhaopin.com/job/CC000914915J90000086000
新希望集团有限公司-草根知本集团有限公司,"基金/证券/期货/投资,跨领域经营",校园招聘,食品品控,上海,1,2017-11-02,10000人以上,民营,质量检验员/测试员,//xiaoyuan.zhaopin.com/job/CC000129630J90000001000
新希望集团有限公司-草根知本集团有限公司,"基金/证券/期货/投资,跨领域经营",校园招聘,销售助理,上海,若干,2017-11-02,10000人以上,民营,销售行政专员/助理,//xiaoyuan.zhaopin.com/job/CC000129630J90000125000
中电投融和融资租赁有限公司-中电投融和融资租赁有限公司,基金/证券/期货/投资,校园招聘,2018校园招聘——财务管理岗,上海,若干,2017-11-02,100-499人,国企,会计/会计师,//xiaoyuan.zhaopin.com/job/CC000127613J90000003000
上海均瑶(集团)有限公司-上海均瑶（集团）有限公司,其他,校园招聘,行政助理,上海,1,2017-11-02,500-999人,民营,助理/秘书/文员,//xiaoyuan.zhaopin.com/job/CC000118797J90000162000
上海均瑶(集团)有限公司-上海均瑶（集团）有限公司,其他,校园招聘,战略管理专员,上海,2,2017-11-02,500-999人,民营,其他,//xiaoyuan.zhaopin.com/job/CC000118797J90000163000
中通服软件科技有限公司上海分公司-中通服软件科技有限公司上海分公司,IT服务(系统/数据/维护),校园招聘,数据库开发工程师,上海,5,2017-11-02,500-999人,国企,数据库管理员,//xiaoyuan.zhaopin.com/job/CC000117134J90000001000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,Web前端开发工程师（上海）,上海,2,2017-11-02,10000人以上,民营,WEB前端开发,//xiaoyuan.zhaopin.com/job/CC000869033J90000023000
中通服软件科技有限公司上海分公司-中通服软件科技有限公司上海分公司,IT服务(系统/数据/维护),校园招聘,技术支持工程师,上海,5,2017-11-02,500-999人,国企,计算机辅助设计师,//xiaoyuan.zhaopin.com/job/CC000117134J90000002000
中通服软件科技有限公司上海分公司-中通服软件科技有限公司上海分公司,IT服务(系统/数据/维护),校园招聘,JAVA软件开发工程师,上海,10,2017-11-02,500-999人,国企,Java开发工程师,//xiaoyuan.zhaopin.com/job/CC000117134J90000000000
中通服软件科技有限公司上海分公司-中通服软件科技有限公司上海分公司,IT服务(系统/数据/维护),校园招聘,软件测试工程师,上海,5,2017-11-02,500-999人,国企,软件测试,//xiaoyuan.zhaopin.com/job/CC000117134J90000003000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,Java开发工程师（上海）,上海,8,2017-11-02,10000人以上,民营,Java开发工程师,//xiaoyuan.zhaopin.com/job/CC000869033J90000026000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,测试工程师（上海）,上海,若干,2017-11-02,10000人以上,民营,软件测试,//xiaoyuan.zhaopin.com/job/CC000869033J90000020000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,信号处理工程师,上海,13,2017-11-01,10000人以上,国企,算法工程师,//xiaoyuan.zhaopin.com/job/CC000134857J90001471000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,换能器测试工程师,上海,4,2017-11-01,10000人以上,国企,仪器/仪表/计量工程师,//xiaoyuan.zhaopin.com/job/CC000134857J90001468000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,显控工程师,上海,2,2017-11-01,10000人以上,国企,用户界面（UI）设计,//xiaoyuan.zhaopin.com/job/CC000134857J90001470000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,工艺人员,上海,2,2017-11-01,10000人以上,国企,机械工艺/制程工程师,//xiaoyuan.zhaopin.com/job/CC000134857J90001462000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,换能器设计工程师,上海,4,2017-11-01,10000人以上,国企,科研人员,//xiaoyuan.zhaopin.com/job/CC000134857J90001466000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,海洋测绘检测工程师,上海,2,2017-11-01,10000人以上,国企,环境监测工程师,//xiaoyuan.zhaopin.com/job/CC000134857J90001459000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,机电（液压）控制工程师,上海,3,2017-11-01,10000人以上,国企,机电工程师,//xiaoyuan.zhaopin.com/job/CC000134857J90001465000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,震动噪声工程师,上海,1,2017-11-01,10000人以上,国企,机械设备工程师,//xiaoyuan.zhaopin.com/job/CC000134857J90001456000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,市场销售工程师,上海,5,2017-11-01,10000人以上,国企,销售代表,//xiaoyuan.zhaopin.com/job/CC000134857J90001457000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,质检员,上海,1,2017-11-01,10000人以上,国企,质量检验员/测试员,//xiaoyuan.zhaopin.com/job/CC000134857J90001458000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,调试及售后服务工程师,上海,17,2017-11-01,10000人以上,国企,售前/售后技术支持工程师,//xiaoyuan.zhaopin.com/job/CC000134857J90001463000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,硬件电路工程师,上海,10,2017-11-01,10000人以上,国企,电子技术研发工程师,//xiaoyuan.zhaopin.com/job/CC000134857J90001472000
中国船舶重工集团公司-中船重工第七二六研究所,大型设备/机电设备/重工业,校园招聘,发动机工程师,上海,1,2017-11-01,10000人以上,国企,发动机/总装工程师,//xiaoyuan.zhaopin.com/job/CC000134857J90001455000
马瑞利(中国)有限公司-马瑞利（中国）有限公司,"汽车/摩托车,其他",校园招聘,Sales Department Assistant 销售部门助理,上海,若干,2017-11-01,100-499人,外商独资,商务专员/助理,//xiaoyuan.zhaopin.com/job/CC000934919J90000074000
马瑞利(中国)有限公司-马瑞利（中国）有限公司,"汽车/摩托车,其他",校园招聘,Validation Engineer/整车发动机标定工程师,上海,若干,2017-11-01,100-499人,外商独资,汽车机械工程师,//xiaoyuan.zhaopin.com/job/CC000934919J90000004000
马瑞利(中国)有限公司-马瑞利（中国）有限公司,"汽车/摩托车,其他",校园招聘,Assistant Software Engineer（嵌入式） 助理软件工程师,上海,若干,2017-11-01,100-499人,外商独资,汽车电子工程师,//xiaoyuan.zhaopin.com/job/CC000934919J90000059000
马瑞利(中国)有限公司-马瑞利（中国）有限公司,"汽车/摩托车,其他",校园招聘,Assistant Hardware Engineer（嵌入式） 助理硬件工程师,上海,若干,2017-11-01,100-499人,外商独资,汽车机械工程师,//xiaoyuan.zhaopin.com/job/CC000934919J90000057000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,需求管理岗,上海,1,2017-11-01,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000915142J90000029000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,需求管理岗,上海,1,2017-11-01,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000915142J90000029000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,责任险核保岗,上海,1,2017-11-01,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000915142J90000025000
马瑞利(中国)有限公司-马瑞利（中国）有限公司,"汽车/摩托车,其他",校园招聘,Sales Department Assistant 销售部门助理,上海,若干,2017-11-01,100-499人,外商独资,助理/秘书/文员,//xiaoyuan.zhaopin.com/job/CC000934919J90000007000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,培训岗,上海,2,2017-11-01,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000915142J90000028000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,开发管理岗,上海,10,2017-11-01,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000915142J90000032000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,数据分析岗,上海,2,2017-11-01,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000915142J90000031000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,信用险核保岗,上海,1,2017-11-01,500-999人,国企,风险管理/控制/稽查,//xiaoyuan.zhaopin.com/job/CC000915142J90000024000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,运维管理岗,上海,2,2017-11-01,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000915142J90000030000
马瑞利(中国)有限公司-马瑞利（中国）有限公司,"汽车/摩托车,其他",校园招聘,Assistant Hybrid Application Engineer 助理混动标定工程师,上海,若干,2017-11-01,100-499人,外商独资,汽车机械工程师,//xiaoyuan.zhaopin.com/job/CC000934919J90000006000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,临时分保岗,上海,1,2017-11-01,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000915142J90000026000
马瑞利(中国)有限公司-马瑞利（中国）有限公司,"汽车/摩托车,其他",校园招聘,Sales Engineer 销售工程师,上海,若干,2017-11-01,100-499人,外商独资,其他,//xiaoyuan.zhaopin.com/job/CC000934919J90000073000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,财务报告岗,上海,1,2017-11-01,500-999人,国企,财务分析员,//xiaoyuan.zhaopin.com/job/CC000915142J90000027000
中国再保险(集团)股份有限公司 -各子公司,保险,校园招聘,车险定价岗,上海,3,2017-11-01,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000915142J90000014000
中国农业发展银行-上海市分行,银行,校园招聘,票据交易岗,上海,2,2017-11-01,保密,国企,其他,//xiaoyuan.zhaopin.com/job/CC000906219J90000844000
中国农业发展银行-上海市分行,银行,校园招聘,信息技术岗,上海,1,2017-11-01,保密,国企,信息技术专员,//xiaoyuan.zhaopin.com/job/CC000906219J90000843000
中国农业发展银行-上海市分行,银行,校园招聘,信贷及通用岗,上海,26,2017-11-01,保密,国企,信贷管理/资信评估/分析,//xiaoyuan.zhaopin.com/job/CC000906219J90000845000
中国农业发展银行-上海市分行,银行,校园招聘,法律岗,上海,1,2017-11-01,保密,国企,法务专员/助理,//xiaoyuan.zhaopin.com/job/CC000906219J90000842000
房地产事业二部-房地产事业二部,"房地产/建筑/建材/工程,其他",校园招聘,资金专员,上海,若干,2017-10-31,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000904423J90000006000
房地产事业二部-房地产事业二部,"房地产/建筑/建材/工程,其他",校园招聘,企划专员,上海,若干,2017-10-31,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000904423J90000007000
房地产事业二部-房地产事业二部,"房地产/建筑/建材/工程,其他",校园招聘,研展专员,上海,若干,2017-10-31,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000904423J90000001000
房地产事业二部-房地产事业二部,"房地产/建筑/建材/工程,其他",校园招聘,拓展专员,上海,若干,2017-10-31,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000904423J90000003000
房地产事业二部-房地产事业二部,"房地产/建筑/建材/工程,其他",校园招聘,置业顾问,上海,若干,2017-10-31,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000904423J90000002000
房地产事业二部-房地产事业二部,"房地产/建筑/建材/工程,其他",校园招聘,行政专员,上海,若干,2017-10-31,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000904423J90000004000
威马汽车技术有限公司-威马汽车技术有限公司,汽车/摩托车,校园招聘,技术助理,上海,1,2017-10-31,500-999人,民营,IT技术文员/助理,//xiaoyuan.zhaopin.com/job/CC000882586J90000039000
房地产事业二部-房地产事业二部,"房地产/建筑/建材/工程,其他",校园招聘,客户专员,上海,若干,2017-10-31,500-999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000904423J90000005000
武田(中国)投资有限公司-武田（中国）投资有限公司,"医药/生物工程,医疗设备/器械",校园招聘,医学事务培训生,上海,若干,2017-10-31,500-999人,外商独资,医药项目管理,//xiaoyuan.zhaopin.com/job/CC000128461J90000014000
中粮集团有限公司-中粮贸易,"贸易/进出口,零售/批发",校园招聘,销售岗,上海,4,2017-10-31,10000人以上,国企,,//xiaoyuan.zhaopin.com/job/CC000108736J90000625000
武田(中国)投资有限公司-武田（中国）投资有限公司,"医药/生物工程,医疗设备/器械",校园招聘,医药沟通代表,上海,若干,2017-10-31,500-999人,外商独资,医药代表,//xiaoyuan.zhaopin.com/job/CC000128461J90000000000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,.Net开发工程师,上海,2,2017-10-31,10000人以上,民营,软件工程师,//xiaoyuan.zhaopin.com/job/CC000869033J90000033000
上海孚厘金融信息服务有限公司-2018校园招聘,基金/证券/期货/投资,校园招聘,统计建模岗（统计学专业优先）,上海,2,2017-10-31,100-499人,民营,IT技术支持/维护工程师,//xiaoyuan.zhaopin.com/job/CC000944585J90000008000
上海孚厘金融信息服务有限公司-2018校园招聘,基金/证券/期货/投资,校园招聘,产品研发岗,上海,1,2017-10-31,100-499人,民营,互联网产品经理/主管,//xiaoyuan.zhaopin.com/job/CC000944585J90000020000
马瑞利(中国)有限公司-马瑞利（中国）有限公司,"汽车/摩托车,其他",校园招聘,Assistant Component Designer Engineer助理设计工程师,上海,1,2017-10-30,100-499人,外商独资,汽车零部件设计师,//xiaoyuan.zhaopin.com/job/CC000934919J90000005000
马瑞利(中国)有限公司-马瑞利（中国）有限公司,"汽车/摩托车,其他",校园招聘,Sales Engineer销售工程师,上海,1,2017-10-30,100-499人,外商独资,销售工程师,//xiaoyuan.zhaopin.com/job/CC000934919J90000008000
房地产事业二部-房地产事业二部,"房地产/建筑/建材/工程,其他",校园招聘,营销管理培训生,上海,50,2017-10-30,500-999人,国企,培训生,//xiaoyuan.zhaopin.com/job/CC000904423J90000000000
上海三枪(集团)有限公司-2018校园招聘职位,"互联网/电子商务,耐用消费品（服饰/纺织/皮革/家具/家电）",校园招聘,服装设计师助理,上海,3,2017-10-30,1000-9999人,上市公司,服装/纺织品设计,//xiaoyuan.zhaopin.com/job/CC000131253J90000006000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,运维工程师,上海,2,2017-10-30,10000人以上,民营,IT技术支持/维护工程师,//xiaoyuan.zhaopin.com/job/CC000869033J90000000000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,商务运营,上海,若干,2017-10-30,10000人以上,民营,销售运营专员/助理,//xiaoyuan.zhaopin.com/job/CC000869033J90000006000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,催收专员,上海,10,2017-10-30,10000人以上,民营,其他,//xiaoyuan.zhaopin.com/job/CC000869033J90000017000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,数据仓库工程师,上海,若干,2017-10-30,10000人以上,民营,业务拓展经理/主管,//xiaoyuan.zhaopin.com/job/CC000869033J90000005000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,清算专员,上海,若干,2017-10-30,10000人以上,民营,会计助理/文员,//xiaoyuan.zhaopin.com/job/CC000869033J90000008000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,核算会计,上海,3,2017-10-30,10000人以上,民营,财务顾问,//xiaoyuan.zhaopin.com/job/CC000869033J90000015000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,信贷专员,上海,3,2017-10-30,10000人以上,民营,投资/理财服务,//xiaoyuan.zhaopin.com/job/CC000869033J90000001000
北京美杰姆教育科技股份有限公司-美吉姆国际儿童教育中心,教育/培训/院校,校园招聘,教育咨询顾问（课程销售）,上海,5,2017-10-30,10000人以上,股份制企业,培训/招生/课程顾问,//xiaoyuan.zhaopin.com/job/CC000949602J90000060000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,交易监控专员,上海,3,2017-10-30,10000人以上,民营,风险管理/控制/稽查,//xiaoyuan.zhaopin.com/job/CC000869033J90000011000
北京美杰姆教育科技股份有限公司-美吉姆国际儿童教育中心,教育/培训/院校,校园招聘,市场专员,上海,1,2017-10-30,10000人以上,股份制企业,市场专员/助理,//xiaoyuan.zhaopin.com/job/CC000949602J90000059000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,商务拓展,上海,若干,2017-10-30,10000人以上,民营,业务拓展经理/主管,//xiaoyuan.zhaopin.com/job/CC000869033J90000007000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,风控经理,上海,2,2017-10-30,10000人以上,民营,风险控制,//xiaoyuan.zhaopin.com/job/CC000869033J90000016000
同程国际旅行社有限公司 -同程网络科技股份有限公司,"互联网/电子商务,旅游/度假",校园招聘,项目经理,上海,1,2017-10-30,10000人以上,民营,业务拓展经理/主管,//xiaoyuan.zhaopin.com/job/CC000869033J90000002000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,系统运维工程师,上海,若干,2017-10-29,1000-9999人,国企,软件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000041000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,硬件测试工程师,上海,10,2017-10-29,1000-9999人,国企,硬件测试,//xiaoyuan.zhaopin.com/job/CC000914915J90000065000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,硬件架构工程师（计算平台部）,上海,若干,2017-10-29,1000-9999人,国企,高级硬件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000072000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,网络交换高级架构师,上海,若干,2017-10-29,1000-9999人,国企,系统架构设计师,//xiaoyuan.zhaopin.com/job/CC000914915J90000080000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,结构设计师（工程设计中心）,上海,若干,2017-10-29,1000-9999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000914915J90000018000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,测试工程师,上海,若干,2017-10-29,1000-9999人,国企,硬件测试,//xiaoyuan.zhaopin.com/job/CC000914915J90000077000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,电（总）装工艺师,上海,若干,2017-10-29,1000-9999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000914915J90000005000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,自动化测试工程师（计算平台部）,上海,若干,2017-10-29,1000-9999人,国企,系统测试,//xiaoyuan.zhaopin.com/job/CC000914915J90000074000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,防静电工艺师,上海,1,2017-10-29,1000-9999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000914915J90000007000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,PLC系统解决方案工程师,上海,1,2017-10-29,1000-9999人,国企,硬件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000057000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,市场经理,上海,2,2017-10-29,1000-9999人,国企,销售代表,//xiaoyuan.zhaopin.com/job/CC000914915J90000061000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,测试工程师,上海,若干,2017-10-29,1000-9999人,国企,软件测试,//xiaoyuan.zhaopin.com/job/CC000914915J90000045000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,软件测试工程师（上海）,上海,20,2017-10-29,1000-9999人,国企,软件测试,//xiaoyuan.zhaopin.com/job/CC000914915J90000028000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,大数据应用开发工程师,上海,若干,2017-10-29,1000-9999人,国企,互联网软件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000036000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,U-boot工程师,上海,1,2017-10-29,1000-9999人,国企,硬件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000059000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,客户经理,上海,2,2017-10-29,1000-9999人,国企,客户经理,//xiaoyuan.zhaopin.com/job/CC000914915J90000044000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,Java高级研发工程师,上海,若干,2017-10-29,1000-9999人,国企,软件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000042000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,软件设计师,上海,若干,2017-10-29,1000-9999人,国企,软件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000008000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,ASIC芯片逻辑设计师,上海,若干,2017-10-29,1000-9999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000914915J90000015000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,嵌入式系统软件 开发工程师,上海,6,2017-10-29,1000-9999人,国企,嵌入式软件开发,//xiaoyuan.zhaopin.com/job/CC000914915J90000053000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,软件设计师（航天产品部）,上海,若干,2017-10-29,1000-9999人,国企,软件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000082000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,AR美工设计师,上海,若干,2017-10-29,1000-9999人,国企,,//xiaoyuan.zhaopin.com/job/CC000914915J90000085000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,硬件测试工程师（计算平台部）,上海,若干,2017-10-29,1000-9999人,国企,硬件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000003000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,元器件试验工程师,上海,若干,2017-10-29,1000-9999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000914915J90000016000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,软件设计工程师,上海,若干,2017-10-29,1000-9999人,国企,软件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000013000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,电子装联工艺师,上海,1,2017-10-29,1000-9999人,国企,电子/电器工艺/制程工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000067000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,前端开发工程师,上海,若干,2017-10-29,1000-9999人,国企,软件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000040000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,结构设计工程师,上海,若干,2017-10-29,1000-9999人,国企,硬件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000050000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,FPGA测试工程师,上海,10,2017-10-29,1000-9999人,国企,软件测试,//xiaoyuan.zhaopin.com/job/CC000914915J90000011000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,嵌入式硬件研发工程师,上海,1,2017-10-29,1000-9999人,国企,嵌入式硬件开发,//xiaoyuan.zhaopin.com/job/CC000914915J90000056000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,嵌入式软件工程师（计算平台部）,上海,若干,2017-10-29,1000-9999人,国企,其他,//xiaoyuan.zhaopin.com/job/CC000914915J90000024000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,电源设计师,上海,若干,2017-10-29,1000-9999人,国企,硬件工程师,//xiaoyuan.zhaopin.com/job/CC000914915J90000019000
中国电子科技集团公司第三十二研究所-中国电子科技集团公司第三十二研究所,电子技术/半导体/集成电路,校园招聘,信息安全测评项目主管,上海,3,2017-10-29,1000-9999人,国企,IT项目经理/主管,//xiaoyuan.zhaopin.com/job/CC000914915J90000043000
